class,tweet
0,@cheetahxcheeks lol trash I would of kept it if she was cute
1,@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME
0,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces"
0,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?
1,@chriscurtis410 I agree the fat bitches the only girls left not gettin passed around
0,@christianvansly haha I'm shocked barca got more yellow cards this time
0,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
1,@claire_ming get some orange hoe
0,@clangloisss hmu negro
0,"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!"
1,@classy_girls bruh u such a pussy just talk
0,@cleggzta Ho ho ho.
0,@cnnbrk let me guess they have yellow cake too? Same crap different president
0,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.
1,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite."
1,@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO
0,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.
1,@crocodile_Craig bitch y u ain't come to school
1,@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.
0,@cryancarfield haven't you ever heard the story of the birds and the bees
1,@crystalkethry &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert
1,@cubvn_ girls that want to hold on to they hoes and act like they can't show off they boyfriends
0,"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D"
0,@cumkwats thank you based pee slit
1,@cup_ah_noodles ya pussy let's go wheelin
0,"@cxslug I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol"
0,@d6_9b idk... It's trash though!
0,@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home
1,@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm
0,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty
0,@daishialopez how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!
1,@dan1ellep she going full retard right now smh
1,@dani_crocker There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.
0,@danifreshh some weird local ghetto school haha
0,@danram70 pussy. It's science. Donaire via Rachel spelling error
0,@darealwalt_jr he see the jig
0,@darrenburton_ and take the trash out and separate the recyclables
0,"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/"
1,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat"
1,@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;
0,@dchestnut26 don't shake your head at me. I just love to trash talk.
1,@delaney_guinan you did a good job doing that to me and not texting back faggot
1,@denise_nigga69 true dat nig
1,@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND
0,@derek_gatewood it's not ghetto you fool.
0,"@desamador you gotta be like me n the twins, just chug it all before everyone"
1,@dexfrost23 you can be a bad bitch too dex its okay
0,@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.
1,"@discordianslip Alright, amateur grease monkey, show me how its done.

Wait, that sounds racist..."
0,@discordianslip I hope my fuzzy head doesnt tickle too much.
0,"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis"
1,"@dish_answers 
Ok. I guess you ain't colored so so don't know da channels?"
1,"@dish_answers 
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?"
1,"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto"
1,@djfeds suck my dick tacos el negro better
0,@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.
0,"@dolphrudager Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy."
0,"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah."
0,@dreadywhiteboy @JwanUrebay then the kid he sold it to brought it back to him cooked in a brownie
1,@duhhvenuhh love you too bitch&#128129;&#128536;
0,@dustincmc @KevinKillsThngs ghetto=black
0,@dxum7 Jordan's are trash
0,@eGoTheIcoN everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.
0,"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams."
0,"@eHarmoniee first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont"
1,@eanahS__ girl I been wanting them shit I been growing them hoes for bout 6months
0,@eanahS__ nips
0,@ebomb26 cool beaners.
0,@ebomb26 cool beaners. i just got home. ready to keep my couch from floating away. lol
0,"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats"
0,@edouglas528 Quick game for Sox Yanks.....hope you get home soon
0,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?
0,@edouglas528 That would be your Yankees Earl....we all know they should win all 162
0,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying."
0,@efethegoddess The shirt trash &#128546; and I'm leaving your room a mess &#128522;
1,@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!
0,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
0,@elchavaloko Toma ESO negros @panama
0,@elchavaloko pinche panamonos negros me Dan asco
1,@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger
1,"@elementjetson thank you mint - happy Mothafuggin birthday too, hoe!! &#128155;&#9994;"
0,@elise_palmer im assuming mickey bubbles
0,@elise_palmer sounds like gypos to me - they used to do this all the time where I lived
0,@elise_palmer youre cheating on mickey bubbles! :O
1,@ellese97 your rhyming is ghetto
0,@elliottgianaris gook
0,@emilysteers WASP EGGS
0,@emmysetter14 dayum saterlyt shoz un bayg ho-ul
0,@ennuitimes clever monkey!
1,@ennuitimes mostly move ya dumb bitch! Haha
0,@eonline @KimKardashian @kanyewest mr. and mrs trash
0,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.
0,@erinscafe We hate them more than the Cowboys and Yankees.
0,"@eruditetina @Orgleader Hey @RevJJackson why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown"
1,@erykadamitio_ @RiRi_Candee why nobody never invite me to no lesbian party. ): bitches.
0,@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight
0,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans
1,"@fallenloki @NotoriousBM95 @Buckm00se lmfaooo how many ""returns"" has this faggot gotten?"
0,@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty
0,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away
1,@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?
0,@fennecuskitsune you've got no sole
1,"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo."
0,@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute
0,"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix."
0,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme
0,@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies
1,@freshalina I call those my ghetto nunchucks...the reason I went 2 jail as well :(
0,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!
1,@garcialaura_ haha ya hit that hoe right there
1,@garrett_winker bitch I wasn't following u in the first place get the fuck off my tl.
1,"@garrett_winker bitch. What I like pussy go away u doing to much talking too much, I talk with my fist and u can get and yo dad little fuc"
1,@garrett_winker wow u hoe is the term for women
1,"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses too"
0,@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping
0,"@gerfingerpoken2 His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money &amp; lives! DoG"
1,@gezus__ die in a car accident then faggot
1,"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending"""
0,@gifs http://t.co/J1PWlaeRCu (via @teapot)
1,@gillbowski7 @MasiBlatnoy @DroBaby_ fuckkn hate when he fights. Being a big pussy all the time.
1,@glaad why do you guys cry and whine whenever someone says faggot? it's ridiculous.
0,@gln @capotej Do you think the guinea pig was okay? :(
1,@goldielocks512 Bitch pussy
0,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus
0,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash
0,@goldnsilvercoin the worst terrorists are republican teabaggers...
0,@goldnsilvercoin this guys company had best year EVER...under Obama....conservative teabaggers are scum
1,@gonzalez_sassy ur not sassy white trash change ur username
0,@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.
0,"@gregorious13 I don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one."
0,"@grinand BTW, Happy Birthday, Charlie! Get better soon!"
0,"@grinand http://www.youtube.com/watch?v=LRtKAQJUc3g Stay safe out there, Charlie."
1,@grrizzIy @YUNGxSMBA the only place for a ho in the garden
0,@gundeathjournal @ackdoc @nra lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there
1,@gusunger feels like a video a band would pussy out on releasing. Thank god spiritualized is still around to make up for it all.
1,"@gypsydylann real girls like ""impress me bitch"" &#128075;"
0,"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him"
0,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!"
1,@harley_schuder k bitch niggas
0,@haylebopp Diaval gets a pass by virtue of mostly being a bird.
0,"@haylebopp last year i had to explain why ""queer theory"" is the acceptable academic term"
0,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;
0,@heavensenttynae nd you kno how much I love clams lol
0,@heavensenttynae you kno I love stuffed clams bai
1,"@hekterr don't stop now half breed, I'm just starting to learn about what makes you a dumb ass"
1,@helliesmalls @Huntermoore crazy bitch why
1,@hellootitty nigger
1,@heydenbunsyolo @jordan536633 @bird_lovin bitch no u not u look like a full breaded cracker
1,"@heyrmbr I never played Halo, too busy slaying bitches"
1,@hidalgoparadise lol its #hoe bitch ass
1,"@hiyathanda_alps ""that hoe over there"""
0,@holmes0786 only if its yellow cake &amp; chocolate frosting
0,"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis"
0,@hxhsharingan666 did you make an animal cracker taco
1,@i2ose is it full of niggers
1,@iAyanna_ young thug ain't earn his strips yet lol just a few 2k14 bangers. Wiz can do dat cuz he not a lil nigguh of the rap game lol
1,@iLLEGALLYBadd my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol
1,"@iLikeGirlsDaily ""rate my hoe"" @MakeItKNasty"
0,@iStandy is he chunky?
0,@iStricer You are hairy like a monkey. : P
0,"@iamkrause 
I ain't never orderin from no colored pizza stow"
1,@ianbmaggard @kade_melton im going to miss that big nig
0,"@icpchad @UnseeingEyes ......monkey look, just like you!"
0,@idkconstancio I'm trash
0,@idochips honky tonk badonka ankh
1,@iiAK yea ima spin on yo hoe at about 15 after 12
1,@iiTweet_YuLurk &#128514;&#128514;&#128128;&#128128;&#128128;&#128128;bitch you outta line
1,@illbreatheyouin happy birthday faggot.
0,"@ilovemytroops @SenatorTimScott I see. So you feel betrayed, your racism comes out. Shocked you didn't call him Uncle Tom you bitter loser"
1,@im_sarcasticc &#128527;&#128527;&#128527; Yas bitch . Don't have too much fun
0,@imdevincarlson trash*
0,@imgooby you're not funny trash
1,@imgorejess by not being an unloyal retard
0,@imjoshdean That's hoser eh to you. http://t.co/QuLrtOWmLB
1,"@infidelpamelaLC #Allah can KISS MY ASS!
And yes, MUHAMMED was a bitch! Just like OSAMA BINLADEN!"
0,@intheKCmix The last planet of the apes with my kids... It's been a minute
1,@intheKCmix it's twitter.. That's what folks do.. Same folks be mad when someone calls them a nigger on here..
0,"@intrepidokie nice lie #teabagger. Just because you want to see it doesn't make it real. Like Reagan was a conservative, another huge lie"
0,"@iowahawkblog I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521;"
1,@isaabbellla haha you bitch &#128514; really tho it will be good to catch up yo ! It was pretty fun last time we chilled
1,@itsjaylaaa eat shit nigga bitch turd bag dick beetle
1,@itzbreak that spear chucker? Hell no.
0,"@izziorizzi i'm not a trash talker, brah. i'm polite and diplomatic on and off the court."
0,@jaaaaaade__ You can't see it but I'm flipping you the bird
0,@jacobkesler @ki_kibaby @__adamdavis or if we pick you up in SC and take you with us nip to CR.
0,"@jacquebland Weird to see a local yokel ""journalist"" get worked up enough to take such a pointed side, though. Thought they were impartial."
1,@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.
0,"@jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on."
1,@jaspen7 haha them hoes only go hard when a nigga stooooned lol
0,"@jazqui That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well."
0,"@jeffgill24 hey #teabagger Bohner said he got ""98% of what he wanted"" in sequester. You sound like a moron when everyone knows you are LYING"
1,@jeffjam @toddgunter @cgoodwoman They do. Why else do teachers constantly bitch about pay?
1,"@jemelehill @8ironz85 she said, it's ok if u let ur man punch u in ur pussy as long as he makes u cum?"
1,@jennydigi pussy put yo ass to sleep now I'm calling you nyquil
0,"@jermhudson @lanele123 no way !! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;"
1,@jeronimosolano don't be a pussy! Just talk to her more and be more of a friend so it doesn't seem as hard.
1,@jerseyzbest74 Aye hoe
0,@jesseleesoffer it totally does. smells like brownies every day i walk to work.
0,@jessespector bird hats &gt; every other hat
0,"@jessespector the bird has a hat. So it's hats on hats, who can beat that?"
0,@jessicacassell1 find a new hillbilly!! #spiritweek!!
0,@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!
0,"@jesslaw Ha! I'm actually going to see a Yankee game, as weird as it sounds. My uncle's house in NJ is an hour away."
0,@jesstoth we could get matching burner phones and be ghetto fab for a few months
1,"@jimachterfeld @dan_bernstein The fuckin pussy makes fun of people all day on the radio, someone calls him a creep and he blocks them."
1,@jkatz_ @kaylee_binion14 bitch. &#128534;
0,@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move
1,@jokersupdates please no more like that SNOB elissa. rich bitches suck!
1,@jonnytooswollen bitch
0,@jonsweethearts how are you Argie?
0,@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner
0,@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.
0,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.
1,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter
0,"@jrlikeswhisky @ZwithR stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant"
0,@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.
0,@juniorshabidoo also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep
1,@justezzzee @NoleyDunlap and why would I want my girl to stand up for me if im the man you are a bitch for letting her do that
1,@justezzzee bitch where u be fuck nigga
1,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..
1,@justinclark_5 oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao
0,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow"
1,@justinmiculka01 @edgarguillenjr @blakeanderson21 @jo_clark6 @dalton_ryann @cjjsanchez @delao_chris quit being a bitch
0,@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.
0,@kamkamluvsblk Yeah one called me a race traitor lol
1,"@kannslac He said ""ready bitch okay"" Lmfaoooooooo so done !!"
1,@karlamorenoo niggah you dont know me! Lol you dont know my life aha
1,@karlieu123 I can't help but notice you attempting to avoid acknowledging your very hairy pussy....
0,"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons"
0,@karmendanielle_ let the coons be great it's in the dream
0,@kate_beckwith74 don't judge me monkey
0,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey
1,"@kay_laa_laa I know, all the bitches love me&#128129;"
1,@kay_reneaa holy fuck thank you. I hate bitches that just fuck their ex then their boyfriend then back to back like damn Call you peace pipe
0,@kayliefarmer hey now there's no need for foul language you kike
0,@kaylonnnnn then who are you to call me trash &#128522;
1,@kaylynkitz yep I'm an asshole..oh well he shouldn't be such a little bitch..I'm sure he hears worse on a daily basis
0,"@kayt27 poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter"
0,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash"""
0,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun)
1,@kels_oneill bring it bitch.
1,@keltor_wade nah dude mostly just sound like a faggot
1,"@kenlypls @skeetworld_ @iAcceptNudes wrong skiny girls are for guys that want hot sex that looks good too.
Every fat bitch knows that"
0,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha
0,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :)
0,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today"
0,@khamillkilroy &#128514;&#128514; Shy Glizzy
1,@kieffer_Jason bitch what time
1,@kieffer_jason @C_janacek07 nigga stop being a bitch and come to the high school You already said yes
1,@kieffer_jason @C_janacek07. No the fuck it doesn't it's a fucking song wtf r u talking about. Yes the fuck I can bitch
1,@kieffer_jason @Kgokey17 plz come down here im really sick of your bitch ass talking shit plz come down here it going to be 1 on 1
1,@kieffer_jason @NathannDevlin @zach_smith98 bitch I been in Plano every fuck weekend and you make excuses stfu and fight
1,@kieffer_jason Lmfao and I'm making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga
1,@kieffer_jason No am real but you a pussy ass nigga so why would I give a fuck what u think lmao just stfu
1,@kieffer_jason No that's what u think I just don't like pussy boys who run they mouth but they can't back they words up.
1,@kieffer_jason No the fuck it's not bitch what's the real fucking address get that bitch out yo blood and tell me the address
1,@kieffer_jason and who said I didn't like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly.
1,@kieffer_jason meet up then and stop hitching out and back your words up pussy
1,@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker
1,"@kieffer_jason naw my fam aint no bitch made niggas, gtf off my shit fuck nigga im not your fam oh friendly ass nigga"
1,@kieffer_jason nigga I was there at 5:42 I went to go get my homeboy and I texted u at 5:50 naw u a bitch
1,@kieffer_jason nigga what I was talking bout after school. Or when ever your choice bitch
1,@kieffer_jason sorry don't know what to tell you but to get your pussy ass off my twitter
1,@kieffer_jason u can bring that bitch to.
1,@kieffer_jason wtf r u talking about I was in Plano tx what r u talking about pussy boy
1,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard
0,@kilmeade @foxandfriends don't you mean crowd not crows
1,@kim92493 @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim
0,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*
1,@kincade00 don't watch me watch tv hoe
1,@kitten_nugget69 @danusaur bitch you're the ugly one that's why everyone leaves you AHAHAHAA
1,@klena57 someone on Facebook made a status defending him so I dropped a bomb full of knowledge on that bitch and unfriended
1,@krustyiscute don't hoe me
0,@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!
1,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke
0,"@kuczaaaK @Tyg235 Kris, griff is too ghetto to know anything about sperrys or vans"
1,@kylegotjokes @yaaagirlllmeggx that's fucking bitches for ya! Using that pus to hook u
1,@la_di_daDEE try me pussy
1,@laceeybugg atleast i wipe my ass trashy bitch
1,@laceeybugg bitch if im talker than you then youre short so stfu
1,@laceeybugg comeover here then bitch
0,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;"
1,"@lauren_kapitan @_Maniac_Mind_ No the fuck u can't dumb bitch, matter of fact go get nigga hoe cuz u not going be shit."
0,@lcl03 the slopes aren't for us bro Hahaha
0,@lcl03 you've been talking trash since we were 3 and 5.
0,"@leprechaun_ie Strong with the Force, leprechauns are."
1,@lettherainefall on my way to fuck your bitch
1,@lettherainefall sucks to suck bitch.
1,@lexipost30 because she a typical ghetto girll.
1,@lilimaeee nigger
1,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape"
1,@lilmenifee__ ohh bitch i gotta go fck with my girl my second lil family frfr
0,@litigiousmind I skipped the running. And am eating chips. And brownies.
0,"@littlelouie33 eh, take off hoser."
0,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"
0,@longbongchris mk Hun just textith me
0,@louiev_ lol just getting this..early bird catches the worm!
0,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube
1,@lovenati after a 2 day bitch fest maybe
0,"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol"
1,@m_gast faggot
1,"@maddieevaans @felicity182 ""us english"" it's our go learn grammar u dick sucking hoe"
0,"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all"
1,@maliktender gayer then 2 faggots in bed together&#128129;
0,@mallenokc @royceyoung extra yellow.
0,@mandaxll2963 yellow is even better
1,@marclamonthill all #nfl stadiums play music by jay-z a former drug dealer whose diaphragm wouldnt work w/o saying nigger in every song
1,@marcus2kings yeah hoe ass nigga &#128532;&#128532;&#128532;
1,"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?"
0,@mark_mac18 @sheppast @rianscalia groves is trash IMO
1,@max_dashevsky u and taber the shit coon
0,"@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7"
0,@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.
0,@mdsaab1 lmaoo abo crusty hands
0,@megalexatron trash about us and your from another conference- you can say goodbye
0,@megann_17 you should make me brownies!
0,"@megynkelly 
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer"
0,"@mesmart029 Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah."
0,@mfsasso or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up
0,@michelle_westt birds of a feather..
0,"@michigannews13 an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash"
0,"@michigannews13 wow. Thats great language coming from a HS coach, you sure are a role model, you're trash, just like your account"
0,@mickeyhart lookin good mick!
0,@mightyfar they need to stop picking up UFCs trash though and build up there own fighters more.
0,"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;"
0,@miquelpaniscus @ArcusGreatApes @graspunep The person actually holding the ape is NOT Paris. It's her sister
0,@mis_sarahd @basedpapi1017 tranny
1,@mkkberger juss the way she stands screams bitch! Lmao @mlwberger @bigbergerc
0,@mobilesuitwaifu All the helmets in Destiny are trash. I wish I could just rock an invisible bubble instead. Hunters look like Robocop.
0,@moneypulatief @globalriot Nee dat is na langdurig gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden
0,@monicawarren16 #pumprules is on bravo...quality trash
0,@monkbent What's with that come-at-me-bro bird? Stressful.
1,@moodym0lly back Atcha bitch!
1,"@morgantayler_ I apologize Morgan, but a bitch was blind for a whole 35 seconds!!!!"
1,@morganwelborn you're a bitch
0,@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs
0,@mrfoolycooly i dont think he did the celestial dragon killed him
1,@mrfoolycooly im still where that giant muk shit eats that candy with ceasar clown
1,@mrrickyguevara lmao why would we respect him then? he's a hoe if that's true
0,@mtmcly he will need monkey bars on his tricycle
1,@mulroyms_ fuck dyslexia is an bitch
1,@mynamesryann @Caroline_Poe called her a cunt too
1,@mynamesryann @Caroline_Poe why would i need to call her and bitch/cunt to your face? Im talking to her not you dumbass
1,@mza361 I love you and bitches love me.
1,@mzkimberz I called you hoe lol
1,"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard"
0,"@neemjemoeder @SvensTweet @Harry_Dillema @wltrrr steek d morele vinger maar in j neus, zelfde soort types bij NATO stenigt vrouwen by bosjes"
1,"@nekolin @DestroTheNoble naaaa, just the faggots! So....I guess you wouldn't be around very long....would ya!"
0,@nhatty_ice49ers thank you jackass zebras
1,@nightpurrowler @Oskzilla pussy shit!
1,"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat"
1,@noma2300 bitch fuck you &amp; your dad.
0,@npratc Explains why they're waving trash bags around over their heads.
1,"@nyrkelsmads Im not a bully, you half-retarded talking flotation device! @kimberlymt413 I assure you, Im no bully."
0,"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont"
0,@obamac0re I don't like it peaceful that's boring I like fighting I come from the ghetto do u remember that it's p impossible for me not to
1,@officiallyshay where you been at nigglet? I ain't seen you in a while.
0,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)"
1,@ohVixen I love laying in bed by myself because I have a twin size bed and bitches be takin up 3/4 and I ain't havin that
1,@ohVixen bitches be crazy.
1,@ohso_blessed @Wale lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha
0,"@oliver_______ if you're making 300 clams for betting 5, i hope you do it for a living"
0,"@oliviagobert lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;"
0,@operationSAFE @GaltsGirl lived there and can attest to that. Trust them over any muzzie nation by a million light years
0,"@orchetect Are we doing Mad Libs now? Cool. Uh... 
Twinkie 35' long, DJ Pon3 cameo, Magic&#8482;, Crystal Tree. #TNGSeason4Finale"
0,@osnapitzthorne @AcaciaBrinley trash?
1,@ovoxokatie hoe stfu
1,@p_jones2 this hoe got some issues!
1,@panchoftf I'm trying to catch diabetes so I'm fuckin a white bitch
0,@panchoftf red and yellow it should be then
